"Accession.name","BioSample","SRA","ID","Source","Continent","CIAT.code","DOI","Synonyms","Common.names","Organism","Genus","Species","Collection.status","Biological.status","CORE.collection","Country","Department","County","Place","Date.of.collection..dd.mm.yyyy.","Altitude..masl.","Latitude..decimal.","Longitude..decimal.","Donor.name","Institution","Donor.country","Collector.name","Date.of.receipt..dd.mm.yyyy.","Growth.habit","Plant.height..cm.","Flowering","Shape.of.leaf.lobe.central","Petiole.color","Developed.leaf.color","Number.of.leaf.lobes","Root.color","Dry.matter.content....","Total.HCN.content..ppm.","Total.sugars....","Total.amylose....","Clarity....","Temperature.pasting...C.","Maximum.viscosity","Breakdown..cP.","Easy.cooking..minutes."
"C1028","SAMN13053759","SRR10389983","C1028","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1035","SAMN13053789","SRR10390095","C1035","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1036","SAMN13053801","SRR10389969","C1036","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1039","SAMN13053835","SRR10390077","C1039","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C105","SAMN13053850","SRR10390060","C105","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1050","SAMN13053690","SRR10390205","C1050","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1059","SAMN13053710","SRR10390183","C1059","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1091","SAMN13053747","SRR10389998","C1091","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1115","SAMN13053788","SRR10390096","C1115","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C18","SAMN13053763","SRR10389979","C18","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C246","SAMN13053807","SRR10389963","C246","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C3","SAMN13053709","SRR10390184","C3","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C322","SAMN13053787","SRR10390098","C322","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C349","SAMN13053834","SRR10390078","C349","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C369","SAMN13053723","SRR10390169","C369","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C379","SAMN13053758","SRR10389984","C379","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C381","SAMN13053708","SRR10390185","C381","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C413","SAMN13053800","SRR10389970","C413","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C478","SAMN13053689","SRR10390206","C478","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C529","SAMN13053786","SRR10390099","C529","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C576","SAMN13053849","SRR10390061","C576","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C592","SAMN13053707","SRR10390187","C592","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C608","SAMN13053722","SRR10390170","C608","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C627","SAMN13053785","SRR10390100","C627","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C630","SAMN13053757","SRR10389987","C630","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C635","SAMN13053726","SRR10390166","C635","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C64","SAMN13053833","SRR10390079","C64","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C720","SAMN13053848","SRR10390062","C720","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C723","SAMN13053721","SRR10390171","C723","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C728","SAMN13053756","SRR10389988","C728","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C737","SAMN13053847","SRR10390064","C737","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C788","SAMN13053831","SRR10390081","C788","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C810","SAMN13053706","SRR10390188","C810","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C869","SAMN13053755","SRR10389989","C869","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C890","SAMN13053799","SRR10390084","C890","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C951","SAMN13053720","SRR10390172","C951","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C983","SAMN13053830","SRR10390082","C983","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM2399-4","SAMN13053631","SRR10389918","CM2399-4","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM385-6","SAMN13053625","SRR10389925","CM385-6","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM3993-9","SAMN13053632","SRR10389917","CM3993-9","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM4031-2","SAMN13053641","SRR10390244","CM4031-2","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM4040-1","SAMN13053633","SRR10389916","CM4040-1","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM483-2","SAMN13053626","SRR10389924","CM483-2","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM523-7","SAMN13053627","SRR10389923","CM523-7_2","Hu et al. 2021","South America","CM 523- 7","10.18730/PB0QV","CM 523- 7","Catumare","Manihot esculenta","Manihot","esculenta","","Breeding line",1,"Colombia","Valle Del Cauca","Palmira","Ciat Kms: 17","",915,3.5333,-76.25,"","","","","","",245,"Present","Lanceolate","Red","Dark Green","Seven Lobes","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM6740-7","SAMN13053634","SRR10389915","CM6740-7","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM7595-1","SAMN13053635","SRR10389914","CM7595-1","Hu et al. 2021","South America","CM 7595- 1","10.18730/P7KPG","","","Manihot esculenta","Manihot","esculenta","","Breeding line",0,"Colombia","Cauca","","","",NA,NA,NA,"","","","","26-09-2000","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM837","SAMN13053628","SRR10389921","CM837","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM901","SAMN13053629","SRR10389920","CM901","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM92-56-1","SAMN13053624","SRR10389926","CM92-56-1","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM965-3","SAMN13053630","SRR10389919","CM965-3","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR26-07-15","SAMN13053643","SRR10390018","CMR26-07-15","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Thailand","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMR35-70-6","SAMN13053644","SRR10390017","CMR35-70-6","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Thailand","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL1346","SAMN13053559","SRR10390242","COL1346","Hu et al. 2021","South America","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL198","SAMN13053558","SRR10390243","COL198","Hu et al. 2021","South America","COL 198","10.18730/P86DQ","COL 198, SAN-332","Rosegallo","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Santander Del Sur","Piedecuesta","Santa Ana","19-06-1969",1750,6.9,-73.05,"","","","Victor Manuel Patino","19-06-1969","Bush",225,"Absent","Linear-Pyramid","Purple","Dark Green","Nine Lobes","White",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL514","SAMN13053561","SRR10390052","COL514_2","Hu et al. 2021","South America","COL 514","10.18730/P7P4M","COL 514, CUN-301","Botona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Ospina (Venecia)","La Primavera","20-09-1969",1570,4.0667,-74.4167,"","","","Pablo Emilio Daza","20-09-1969","Bush",195,"Present","Lanceolate","","","","White",30.21,1165,5.23,19.64,51.1,66.8,597,285,1.89
"D1","SAMN13053705","SRR10390189","D1","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D14","SAMN13053754","SRR10389990","D14","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D155","SAMN13053746","SRR10389999","D155","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D162","SAMN13053784","SRR10390101","D162","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D346","SAMN13053762","SRR10389980","D346","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D378","SAMN13053797","SRR10390087","D378","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D395","SAMN13053806","SRR10389964","D395","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D505","SAMN13053783","SRR10390102","D505","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D511","SAMN13053829","SRR10390083","D511","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D578","SAMN13053719","SRR10390173","D578","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D692","SAMN13053854","SRR10390056","D692","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D725","SAMN13053782","SRR10390103","D725","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D754","SAMN13053857","SRR10390053","D754","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D774","SAMN13053828","SRR10389939","D774","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D784","SAMN13053859","SRR10390145","D784","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D801","SAMN13053704","SRR10390190","D801","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D804","SAMN13053745","SRR10390000","D804","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D898","SAMN13053781","SRR10390104","D898","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D910","SAMN13053826","SRR10389942","D910","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D92","SAMN13053744","SRR10390001","D92","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D978","SAMN13053780","SRR10390105","D978","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D980","SAMN13053825","SRR10389943","D980","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1169","SAMN13053703","SRR10390191","E1169","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1340","SAMN13053743","SRR10390002","E1340","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1356","SAMN13053796","SRR10390088","E1356","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1395","SAMN13053779","SRR10390106","E1395","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1424","SAMN13053610","SRR10390022","E1424","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E169","SAMN13053861","SRR10390143","E169","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E18","SAMN13053824","SRR10389944","E18","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E186","SAMN13053702","SRR10390192","E186","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E193","SAMN13053846","SRR10390065","E193","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E217","SAMN13053742","SRR10390148","E217","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E239","SAMN13053778","SRR10390107","E239","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E25","SAMN13053684","SRR10390212","E25","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E291","SAMN13053823","SRR10389945","E291","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E307","SAMN13053845","SRR10390066","E307","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E310","SAMN13053701","SRR10390193","E310","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E316","SAMN13053777","SRR10390109","E316","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E333","SAMN13053822","SRR10389946","E333","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E339","SAMN13053700","SRR10390194","E339","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E407","SAMN13053855","SRR10390055","E407","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E415","SAMN13053776","SRR10390110","E415","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E417","SAMN13053821","SRR10389947","E417","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E425","SAMN13053858","SRR10390146","E425","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E487","SAMN13053741","SRR10390149","E487","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E632","SAMN13053820","SRR10389948","E632","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E715","SAMN13053740","SRR10390150","E715","Hu et al. 2021","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
