"Accession.name","BioSample","SRA","ID","Source","Continent","CIAT.code","DOI","Synonyms","Common.names","Organism","Genus","Species","Collection.status","Biological.status","CORE.collection","Country","Department","County","Place","Date.of.collection..dd.mm.yyyy.","Altitude..masl.","Latitude..decimal.","Longitude..decimal.","Donor.name","Institution","Donor.country","Collector.name","Date.of.receipt..dd.mm.yyyy.","Growth.habit","Plant.height..cm.","Flowering","Shape.of.leaf.lobe.central","Petiole.color","Developed.leaf.color","Number.of.leaf.lobes","Root.color","Dry.matter.content....","Total.HCN.content..ppm.","Total.sugars....","Total.amylose....","Clarity....","Temperature.pasting...C.","Maximum.viscosity","Breakdown..cP.","Easy.cooking..minutes."
"COL2348","SAMN47007572","SRR32633394","COL2348","This study","South America","COL 2348","10.18730/P8VR3","083","Manakeke Curripaco","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Guainia","Puerto Inirida","La Ceiba","27-02-1986",220,3.8,-67.8333,"Ciatcas-0053","UNIVERSIDAD NACIONAL DE COLOMBIA","Colombia","Mario Mejia Gutierrez","27-02-1986","",295,"Absent","Linear-Pandurate","","","","Yellow",21.9,1514,5.2,22.37,46.2,63.7,591,242,2.25
"COL2377","SAMN47007574","SRR32633389","COL2377","This study","South America","COL 2377","10.18730/P8VK=","112","Piipirriki Curripa","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Guainia","Puerto Inirida","La Esperanza","04-03-1986",180,3.8,-67.8333,"Ciatcas-0053","UNIVERSIDAD NACIONAL DE COLOMBIA","Colombia","Mario Mejia Gutierrez","04-03-1986","",245,"Absent","Lanceolate","","","","Cream",38.01,282,1.6,21.72,53.9,66.6,714,282,2.09
"COL2419","SAMN47007576","SRR32689842","COL2419_1","This study","South America","COL 2419","10.18730/PBB7Y","154","Upa Inesajue","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Guainia","Puerto Inirida","Sarrapio","06-03-1986",180,3.8,-67.8333,"Ciatcas-0053","UNIVERSIDAD NACIONAL DE COLOMBIA","Colombia","Mario Mejia Gutierrez","06-03-1986","",260,"Absent","Obovate-Lanceolate","Green With Little Red","Dark Green","Seven Lobes","White",38.13,1161,4.6,21.88,54.1,62.55,1073,542,2.54
"COL267","SAMN47007603","SRR32633279","COL267","This study","South America","COL 267","10.18730/P7P2J","CAU-360, COL 267","Piragua","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cauca","La Vega","A.Astudillo","03-07-1969",1870,2,-76.7333,"","","","Victor Manuel Patino","03-07-1969","Bush",185,"Absent","Lanceolate","","","","Cream",21.63,46,6.7,22.96,35.6,63.15,727,207,3.81
"COL2694","SAMN47007605","SRR32633383","COL2694","This study","South America","COL 2694","10.18730/PAACF","106-10, COL 2694","Venezolana (C.V.)","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Atlantico","Sabanalarga","Vereda La Pe$A","10-02-1987",NA,10.6333,-74.9167,"","","","Benjamin Pineda","10-02-1987","Bush",175,"Present","Elliptic-Lanceolate","","","","White",37.97,58,1.6,21.52,47.2,65.05,1101,529,2.02
"COL2697","SAMN47007606","SRR32633396","COL2697","This study","South America","COL 2697","10.18730/P9FSF","115-2, COL 2697","Prieta Simarrona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Atlantico","Sabanalarga","Ver. El Flechal","11-02-1987",NA,10.6333,-74.9167,"","","","Benjamin Pineda","11-02-1987","Bush",140,"Present","Lanceolate","","","","White",38.43,63,3.4,19.01,55.5,64.3,661,323,2.15
"COL282","SAMN47007616","SRR32689863","COL282_2","This study","South America","COL 282","10.18730/PA4HD","COL 282, NAR-309","Marquesa","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Narino","Consaca","El Caracol","12-07-1969",1800,1.1833,-77.4,"","","","Pablo Emilio Daza","12-07-1969","Bush",175,"Present","Lanceolate","","","","White",14.5,296,18.8,22.96,16.25,65.85,773,243,3.78
"COL314","SAMN47007625","SRR32633277","COL314","This study","South America","COL 314","10.18730/PAND=","COL 314, NAR-341","Chiquita","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Narino","Buesaco","La Loma","17-07-1969",1900,1.35,-77.1167,"","","","Pablo Emilio Daza","17-07-1969","Bush",NA,"","","","","","",32.15,73,6,22.3,40.3,64.95,765,303,2.15
"COL480","SAMN47007641","SRR32633512","COL480","This study","South America","COL 480","10.18730/PC72~","COL 480, TOL-366","Bogotana","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Tolima","Alpujarra","Alicarnazo","17-09-1969",1300,3.35,-74.8667,"","","","Pablo Emilio Daza","17-09-1969","Bush",165,"Absent","Lanceolate","","","","White",39.81,67,1.3,21.45,51.8,64.45,1086,488,3.06
"COL517","SAMN47007645","SRR32633284","COL517","This study","South America","COL 517","10.18730/PBEV=","COL 517, CUN-304","Yema De Huevo","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Cabrera","El Recreo","20-09-1969",1950,3.9167,-74.45,"","","","Pablo Emilio Daza","20-09-1969","Bush",270,"Absent","Lanceolate","","","","Cream",16.91,70,12.4,21.93,45.7,64.7,633,213,2.64
"COL526","SAMN47007646","SRR32633294","COL526","This study","South America","COL 526","10.18730/PC70Z","COL 526, CUN-313","Antioquita Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Fusagasuga","Radio Landa","20-09-1969",1440,4.3167,-74.3333,"","","","Pablo Emilio Daza","20-09-1969","Bush",145,"Present","Lanceolate","Red With Little Green","Light Green","Seven Lobes","White",32.59,335,6.12,19.06,39.3,65.85,801,254,3.45
"COL530","SAMN47007649","SRR32633278","COL530","This study","South America","COL 530","10.18730/P85Y8","COL 530, CUN-317","Santandereana","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Tibacuy","Bolivia","20-09-1969",1600,4.3,-74.4167,"","","","Pablo Emilio Daza","20-09-1969","Bush",220,"Present","Pandurate","","","","White",29.12,273,4.9,22.15,21.5,67.2,661,199,3.16
"COL547","SAMN47007650","SRR32633508","COL547","This study","South America","COL 547","10.18730/PCGVD","COL 547, CUN-334","Simona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","La Mesa","El Tigre","23-09-1969",1140,4.5667,-74.4167,"","","","Pablo Emilio Daza","23-09-1969","Bush",210,"Absent","Lanceolate","","","","Cream",17.09,135,5.9,23.03,18,66.85,760,242,3.39
"COL549","SAMN47007651","SRR32633398","COL549","This study","South America","COL 549","10.18730/PBEMW","COL 549, CUN-336","Andaqui","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","San Antonio De Tena","Parc.Del Rosario","23-09-1969",1300,4.5667,-74.3333,"","","","Pablo Emilio Daza","23-09-1969","Bush",240,"Present","Lanceolate","","","","White",16.85,87,5.3,25.15,28.2,62.3,618,131,3.94
"COL574","SAMN47007656","SRR32633516","COL574","This study","South America","COL 574","10.18730/P9T2B","CAL-311, COL 574","Yucon","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Chinchina","Fundac. M.Mejia","03-10-1969",1500,4.9167,-75.55,"","","","Victor Manuel Patino","03-10-1969","Bush",330,"Absent","Elliptic-Lanceolate","","","","White",41.42,136,1.8,23.49,54,64.15,1008,440,3
"COL588A","SAMN47007659","SRR32633291","COL588A","This study","South America","COL 588A","10.18730/P7PV6","CAL-325, COL 588A","Remediana","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Chinchina","","02-10-1969",1500,4.9833,-75.6167,"","","","Victor Manuel Patino","02-10-1969","Bush",250,"Absent","Elliptic-Lanceolate","Green With Little Red","Light Green","Nine Lobes","White",28.52,363,8.42,21.37,25.3,64.55,688,236,3.78
"COL608","SAMN47007662","SRR32633287","COL608","This study","South America","COL 608","10.18730/P9SZ8","COL 608, RIS-308","Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Risaralda","Santuario","Pablo E. Suarez","15-10-1969",990,5.05,-75.9,"","","","Victor Manuel Patino","15-10-1969","Bush",180,"Absent","Lanceolate","","","","White",23.34,176,6.7,21.42,42.6,63.75,789,228,4.69
"COL614","SAMN47007663","SRR32633504","COL614","This study","South America","COL 614","10.18730/PAN5V","COL 614, RIS-314","Cresta","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Risaralda","Pueblo Rico","Abel N. Obando","15-10-1969",1300,5.1667,-76.0833,"","","","Victor Manuel Patino","15-10-1969","Bush",265,"Absent","Lanceolate","","","","Yellow",24.73,156,6.44,21.72,28.5,63.55,815,152,4.14
"COL625","SAMN47007665","SRR32633400","COL625","This study","South America","COL 625","10.18730/P8Z73","COL 625, RIS-325","Cascarona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Risaralda","Pueblo Rico","German Castano","15-10-1969",800,5.1667,-76.0833,"","","","Victor Manuel Patino","15-10-1969","Bush",280,"Absent","Straight or Linear","","","","White",28.11,167,5.2,22.54,46.7,64.35,881,393,2.77
"COL628","SAMN47007666","SRR32633276","COL628","This study","South America","COL 628","10.18730/PCHCY","COL 628, RIS-328","Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Risaralda","Mistrato","Genoba(L.Gomez)","16-10-1969",1400,5.25,-75.8333,"","","","Victor Manuel Patino","16-10-1969","Bush",295,"Present","Lanceolate","","","","White",30.89,151,2.89,20.99,44.1,64.45,869,464,2.18
"COL634","SAMN47007667","SRR32689838","COL634_1","This study","South America","COL 634","10.18730/PAN3S","COL 634, MET-301","Lengua De Pisco","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Meta","Villavicencio","Cano Grande","14-10-1969",520,4.1167,-73.6167,"","","","Pablo Emilio Daza","14-10-1969","Bush",295,"Present","Elliptic-Lanceolate","","","","White",27.11,134,3.72,23.05,44.6,62.95,715,289,2.18
"COL637","SAMN47007668","SRR32689835","COL637_1","This study","South America","COL 637","10.18730/PA5H8","COL 637, MET-304","Cadena Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Meta","Villavicencio","Mira Lindo","14-10-1969",600,4.1167,-73.6167,"","","","Pablo Emilio Daza","14-10-1969","Bush",195,"Present","Lanceolate","","","","White",30.19,371,6.95,20.91,57.7,65.05,527,279,2.02
"COL644","SAMN47007669","SRR32689833","COL644_1","This study","South America","COL 644","10.18730/P9AJ~","COL 644, MET-311","Negra Sanmartinera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Meta","Acacias","Brisas D Acacias","14-10-1969",650,3.9167,-73.7,"","","","Pablo Emilio Daza","14-10-1969","Bush",275,"Present","Elliptic-Lanceolate","","","","White",32.96,192,3.89,22.08,33,68.8,708,239,3.23
"COL650","SAMN47007670","SRR32633515","COL650","This study","South America","COL 650","10.18730/PC6VT","COL 650, MET-317","Cadena Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Meta","Guamal","Berlin (E.Plata)","14-10-1969",640,3.7667,-73.7,"","","","Pablo Emilio Daza","14-10-1969","Bush",NA,"","","","","","",39.19,75,3.64,20.73,49.2,64.85,763,332,2.44
"COL695","SAMN47007673","SRR32689831","COL695_1","This study","South America","COL 695","10.18730/P9SS2","COL 695, MET-362","Negra","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Meta","Puerto Lopez","Alera","19-10-1969",260,4.0667,-72.8667,"","","","Pablo Emilio Daza","19-10-1969","Bush",215,"Present","Elliptic-Lanceolate","","","","White",32.79,126,3.39,20.11,45.4,65.55,684,189,3.61
"COL721","SAMN47007676","SRR32633275","COL721","This study","South America","COL 721","10.18730/PBEBK","COL 721, VAL-411","Marranera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","Alcala","La Guajira","24-10-1969",1220,4.6167,-75.7167,"","","","Alberto Angel, Victor Manuel Patino","24-10-1969","Bush",250,"Absent","Elliptic-Lanceolate","","","","Cream",21.5,194,9.07,22.7,28,64.45,733,193,4.24
"COL746","SAMN47007680","SRR32689824","COL746_1","This study","South America","COL 746","10.18730/PBE9H","ANT-309, COL 746","","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Tarso","San Juan","11-10-1969",800,5.8,-75.7667,"","","","Victor Manuel Patino","11-10-1969","Bush",240,"Present","Elliptic-Lanceolate","","","","White",28.68,107,2.14,22.88,44.3,63.95,861,320,2.84
"COL761","SAMN47007682","SRR32689822","COL761_1","This study","South America","COL 761","10.18730/P8YWX","ANT-324, COL 761","Cotova","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Urrao","F.Jimenez","14-11-1969",1700,6.2833,-76.1167,"","","","Victor Manuel Patino","14-11-1969","Bush",240,"Present","Elliptic-Lanceolate","","","","Cream",20.55,185,9.4,24.78,51.6,64.75,519,239,2.05
"COL804","SAMN47007688","SRR32689820","COL804_1","This study","South America","COL 804","10.18730/PDBCB","CAL-341, COL 804","Balsamita","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Samana","Los Tangos","09-11-1969",1250,5.3833,-75,"","","","Pablo Emilio Daza","09-11-1969","Bush",245,"Present","Lanceolate","","","","Cream",19.73,185,10.3,23.39,18.8,66,792,178,3.78
"COL807","SAMN47007689","SRR32689818","COL807_1","This study","South America","COL 807","10.18730/PDVXP","CAL-344, COL 807","Palinegra","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Samana","Moscovita","09-11-1969",850,5.3833,-75,"","","","Pablo Emilio Daza","09-11-1969","Bush",NA,"","","","","","",37.7,57,4.29,19.23,31.7,66.85,664,161,3.32
"COL811","SAMN47007690","SRR32689816","COL811_1","This study","South America","COL 811","10.18730/PAMRE","CAL-348, COL 811","Aromai","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Victoria","La Piscina","10-11-1969",1000,6.2833,-74.85,"","","","Pablo Emilio Daza","10-11-1969","Bush",260,"Present","Elliptic-Lanceolate","","","","Yellow",32.25,144,5.9,19.64,36.6,63.95,713,298,2.84
"COL812","SAMN47007691","SRR32689813","COL812_1","This study","South America","COL 812","10.18730/PA58U","CAL-349, COL 812","Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Victoria","La Piscina","10-11-1969",1000,6.2833,-74.85,"","","","Pablo Emilio Daza","10-11-1969","Bush",255,"Present","Lanceolate","","","","White",22.49,226,5.28,21.72,29.1,66.7,673,129,3.55
"COL825A","SAMN47007695","SRR32633502","COL825A","This study","South America","COL 825A","10.18730/PBQXX","COL 825A, CUN-352","Pate Paloma","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Quebrada Negra","El Recuerdo","12-11-1969",1130,5.1167,-74.4833,"","","","Pablo Emilio Daza","12-11-1969","Bush",245,"Present","Lanceolate","","","","White",35.19,54,2.53,20.28,41.4,64.5,848,250,3.55
"COL838","SAMN47007697","SRR32689811","COL838_1","This study","South America","COL 838","10.18730/P99YD","COL 838, CUN-365","Algodona Amarilla","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Caparrapi","El Guaimaso","12-11-1969",1350,5.3333,-74.45,"","","","Pablo Emilio Daza","12-11-1969","Bush",375,"Absent","Pandurate","","","","Yellow",21.7,66,10.2,25.8,45.6,69.7,767,219,3.68
"COL856","SAMN47007704","SRR32633506","COL856","This study","South America","COL 856","10.18730/PBE4C","ANT-371, COL 856","Palmire#A","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Antioquia","Sevilla","El Palon","28-11-1969",1680,6.2667,-75.7,"","","","Pablo Emilio Daza","28-11-1969","Bush",165,"Present","Straight or Linear","","","","White",23.26,101,3.6,22.37,33,65.1,893,189,4.66
"COL875","SAMN47007709","SRR32633513","COL875","This study","South America","COL 875","10.18730/P7PQ2","ANT-390, COL 875","Amarilla","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Ca$As Gordas","Campam.Dtto.No.1","01-12-1969",1000,6.7,-76.0333,"","","","Pablo Emilio Daza","01-12-1969","Bush",250,"Present","Lanceolate","","","","Cream",23.83,69,3.09,23.61,48.5,66.75,869,354,2.77
"COL93","SAMN47007717","SRR32633503","COL93","This study","South America","COL 93","10.18730/PC7VN","COL 93, VAL-316","Sietemesina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","San Pedro","Patio Los Girone","04-06-1969",960,3.9167,-76.1833,"","","","Pablo Emilio Daza","04-06-1969","Bush",185,"Absent","Lanceolate","","","","Yellow",24.98,211,6.06,22.53,29.5,63.7,900,267,3.62
"COL945","SAMN47007720","SRR32689809","COL945_1","This study","South America","COL 945","10.18730/PDAGM","COL 945, COR-360","Punta Espada","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cordoba","Tierralta","Los Placeres","01-12-1969",80,8.1667,-76.05,"","","","Victor Manuel Patino","01-12-1969","Bush",180,"Absent","Elliptic-Lanceolate","","","","White",36.43,206,4.47,22.7,27.2,64.3,698,195,4.04
"HMCP-13","SAMN47007727","SRR32633395","HMCP-13","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMPER183","SAMN47007728","SRR32633500","IMPER183","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Peru","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMB2446-2","SAMN47007766","SRR32633377","SMB2446-2","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","Valle Del Cauca","Palmira","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM1411-5","SAMN47007762","SRR32633390","SM1411-5","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","Valle Del Cauca","Palmira","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM1495-5","SAMN47007763","SRR32633392","SM1495-5","This study","South America","SM 1495- 5","10.18730/P89GB","","","Manihot esculenta","Manihot","esculenta","","Breeding line",0,"Colombia","Cauca","","","",NA,NA,NA,"","","","","12-06-2007","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM2775-4","SAMN47007764","SRR32633386","SM2775-4","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","Valle Del Cauca","Palmira","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM856-11","SAMN47007765","SRR32633397","SM856-11","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","Valle Del Cauca","Palmira","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAI8","SAMN47007767","SRR32633375","TAI8","This study","Asia","TAI 8","10.18730/PBXHR","","Cmr 246343(Ryg.60)","Manihot esculenta","Manihot","esculenta","","Breeding line",1,"Thailand","Bangkhen","Bangkok","","",NA,13.7333,100.5,"","THAILAND DEPARTMENT OF AGRICULTURE","Thailand","","01-01-1986","",220,"Present","Lanceolate","","","","Cream",40.87,518,1.14,20.13,55.9,64.75,625,229,4.01
"Ven77","SAMN47007784","SRR32633381","Ven77","This study","South America","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Venezuela","","","","10-08-1966",NA,NA,NA,"","UNIVERSIDAD CENTRAL DE VENEZUELA","Venezuela","Ruben D. Guillen","28-01-1971","",240,"Present","Linear-Pandurate","","","","White",43.21,706,1.62,19.18,46.7,65.4,797,255,2.58
"CAEXXX-35","SAMN47007402","SRR32633491","CAEXXX-35","This study","","CAE XXX- 35","10.18730/PD9EQ","","","Manihot caerulescens","Manihot","caerulescens","","Wild",0,"","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL1048","SAMN47007411","SRR32689861","COL1048_2","This study","South America","COL 1048","10.18730/PDVF8","ANT-473, COL 1048","Palmire#A","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Yolombo","Emilio Munoz","18-12-1969",1540,6.55,-75,"","","","Alberto Angel","18-12-1969","Bush",195,"Present","Lanceolate","","","","Cream",25.71,71,4,21.28,19.5,63.8,708,195,3.52
